"workerid","rt","interval","trialNum","person","action","n_times"
1,25113,"week",11,"Mike","drinks beer",4
1,25113,"week",11,"Derrin","drinks beer",5
1,25113,"week",11,"Joseph","drinks beer",10
1,25113,"week",11,"Daniel","drinks beer",0
1,25113,"week",11,"Eddy","drinks beer",2
1,25113,"week",11,"Will","drinks beer",1
1,14314,"week",12,"Jen","listens to Pandora",4
1,14314,"week",12,"Kal","listens to Pandora",0
1,14314,"week",12,"Mike","listens to Pandora",0
1,14314,"week",12,"Derrin","listens to Pandora",0
1,14314,"week",12,"Joseph","listens to Pandora",7
1,14314,"week",12,"Daniel","listens to Pandora",7
1,14314,"week",12,"Eddy","listens to Pandora",7
1,14314,"week",12,"Will","listens to Pandora",0
1,8336,"year",13,"Jen","writes novels",0
1,8336,"year",13,"Kal","writes novels",0
1,8336,"year",13,"Mike","writes novels",0
1,8336,"year",13,"Derrin","writes novels",0
1,8336,"year",13,"Joseph","writes novels",0
1,8336,"year",13,"Daniel","writes novels",0
1,8336,"year",13,"Eddy","writes novels",0
1,8336,"year",13,"Will","writes novels",0
1,24048,"month",14,"Jen","wears slacks",0
1,24048,"month",14,"Kal","wears slacks",1
1,24048,"month",14,"Mike","wears slacks",1
1,24048,"month",14,"Derrin","wears slacks",0
1,24048,"month",14,"Joseph","wears slacks",30
1,24048,"month",14,"Daniel","wears slacks",0
1,24048,"month",14,"Eddy","wears slacks",1
1,24048,"month",14,"Will","wears slacks",30
1,8790,"year",15,"Jen","plays the banjo",0
1,8790,"year",15,"Kal","plays the banjo",0
1,8790,"year",15,"Mike","plays the banjo",0
1,8790,"year",15,"Derrin","plays the banjo",0
1,8790,"year",15,"Joseph","plays the banjo",0
1,8790,"year",15,"Daniel","plays the banjo",0
1,8790,"year",15,"Eddy","plays the banjo",0
1,8790,"year",15,"Will","plays the banjo",0
2,36751,"month",1,"deb","eats peanut butter",1
2,36751,"month",1,"gary","eats peanut butter",1
2,36751,"month",1,"ben","eats peanut butter",8
2,36751,"month",1,"jen","eats peanut butter",4
2,36751,"month",1,"jamie","eats peanut butter",2
2,36751,"month",1,"angela","eats peanut butter",0
2,36751,"month",1,"richard","eats peanut butter",0
2,36751,"month",1,"devon","eats peanut butter",2
2,25364,"week",2,"deb","listens to Pandora",0
2,25364,"week",2,"gary","listens to Pandora",0
2,25364,"week",2,"ben","listens to Pandora",0
2,25364,"week",2,"jen","listens to Pandora",3
2,25364,"week",2,"jamie","listens to Pandora",7
2,25364,"week",2,"angela","listens to Pandora",0
2,25364,"week",2,"richard","listens to Pandora",0
2,25364,"week",2,"devon","listens to Pandora",7
2,22920,"5 years",3,"deb","volunteers for soup kitchens",0
2,22920,"5 years",3,"gary","volunteers for soup kitchens",0
2,22920,"5 years",3,"ben","volunteers for soup kitchens",0
2,22920,"5 years",3,"jen","volunteers for soup kitchens",0
2,22920,"5 years",3,"jamie","volunteers for soup kitchens",0
2,22920,"5 years",3,"angela","volunteers for soup kitchens",0
2,22920,"5 years",3,"richard","volunteers for soup kitchens",0
2,22920,"5 years",3,"devon","volunteers for soup kitchens",0
2,19299,"5 years",4,"deb","sell things on eBay",0
2,19299,"5 years",4,"gary","sell things on eBay",1
2,19299,"5 years",4,"ben","sell things on eBay",1
2,19299,"5 years",4,"jen","sell things on eBay",3
2,19299,"5 years",4,"jamie","sell things on eBay",0
2,19299,"5 years",4,"angela","sell things on eBay",0
2,19299,"5 years",4,"richard","sell things on eBay",0
2,19299,"5 years",4,"devon","sell things on eBay",0
2,8581,"5 years",5,"deb","goes to the ballet",0
2,8581,"5 years",5,"gary","goes to the ballet",0
2,8581,"5 years",5,"ben","goes to the ballet",0
2,8581,"5 years",5,"jen","goes to the ballet",0
2,8581,"5 years",5,"jamie","goes to the ballet",0
2,8581,"5 years",5,"angela","goes to the ballet",0
2,8581,"5 years",5,"richard","goes to the ballet",0
2,8581,"5 years",5,"devon","goes to the ballet",0
2,18483,"week",6,"deb","drinks beer",0
2,18483,"week",6,"gary","drinks beer",5
2,18483,"week",6,"ben","drinks beer",0
2,18483,"week",6,"jen","drinks beer",0
2,18483,"week",6,"jamie","drinks beer",1
2,18483,"week",6,"angela","drinks beer",0
2,18483,"week",6,"richard","drinks beer",0
2,18483,"week",6,"devon","drinks beer",3
2,10000,"5 years",7,"deb","sells companies",0
2,10000,"5 years",7,"gary","sells companies",0
2,10000,"5 years",7,"ben","sells companies",0
2,10000,"5 years",7,"jen","sells companies",0
2,10000,"5 years",7,"jamie","sells companies",0
2,10000,"5 years",7,"angela","sells companies",0
2,10000,"5 years",7,"richard","sells companies",0
2,10000,"5 years",7,"devon","sells companies",0
2,9083,"5 years",8,"deb","plays the banjo",0
2,9083,"5 years",8,"gary","plays the banjo",0
2,9083,"5 years",8,"ben","plays the banjo",0
2,9083,"5 years",8,"jen","plays the banjo",0
2,9083,"5 years",8,"jamie","plays the banjo",0
2,9083,"5 years",8,"angela","plays the banjo",0
2,9083,"5 years",8,"richard","plays the banjo",0
2,9083,"5 years",8,"devon","plays the banjo",0
2,22125,"week",9,"deb","watches professional football",1
2,22125,"week",9,"gary","watches professional football",3
2,22125,"year",9,"ben","watches professional football",3
2,22125,"week",9,"jen","watches professional football",0
2,22125,"week",9,"jamie","watches professional football",0
2,22125,"week",9,"angela","watches professional football",0
2,22125,"week",9,"richard","watches professional football",0
2,22125,"week",9,"devon","watches professional football",0
2,31823,"year",10,"deb","goes to the movies",3
2,31823,"year",10,"gary","goes to the movies",0
2,31823,"year",10,"ben","goes to the movies",1
2,31823,"year",10,"jen","goes to the movies",6
2,31823,"year",10,"jamie","goes to the movies",1
2,31823,"year",10,"angela","goes to the movies",2
2,31823,"year",10,"richard","goes to the movies",5
2,31823,"year",10,"devon","goes to the movies",1
2,13660,"week",11,"deb","wears a bra",7
2,13660,"week",11,"gary","wears a bra",0
2,13660,"week",11,"ben","wears a bra",0
2,13660,"week",11,"jen","wears a bra",7
2,13660,"week",11,"jamie","wears a bra",0
2,13660,"week",11,"angela","wears a bra",7
2,13660,"week",11,"richard","wears a bra",0
2,13660,"week",11,"devon","wears a bra",0
2,14687,"week",12,"deb","smokes cigarettes",0
2,14687,"week",12,"gary","smokes cigarettes",0
2,14687,"week",12,"ben","smokes cigarettes",0
2,14687,"week",12,"jen","smokes cigarettes",0
2,14687,"week",12,"jamie","smokes cigarettes",0
2,14687,"week",12,"angela","smokes cigarettes",0
2,14687,"week",12,"richard","smokes cigarettes",0
2,14687,"week",12,"devon","smokes cigarettes",7
2,15051,"year",13,"deb","watches space launches",0
2,15051,"year",13,"gary","watches space launches",0
2,15051,"year",13,"ben","watches space launches",1
2,15051,"year",13,"jen","watches space launches",0
2,15051,"year",13,"jamie","watches space launches",0
2,15051,"year",13,"angela","watches space launches",0
2,15051,"year",13,"richard","watches space launches",0
2,15051,"year",13,"devon","watches space launches",0
2,30501,"year",14,"deb","writes poems",0
2,30501,"year",14,"gary","writes poems",0
2,30501,"year",14,"ben","writes poems",0
2,30501,"year",14,"jen","writes poems",0
2,30501,"year",14,"jamie","writes poems",0
2,30501,"year",14,"angela","writes poems",0
2,30501,"year",14,"richard","writes poems",0
2,30501,"year",14,"devon","writes poems",0
2,30501,"5 years",14,"hypothetical","writes poems",3
2,11474,"5 years",15,"deb","writes novels",0
2,11474,"5 years",15,"gary","writes novels",0
2,11474,"5 years",15,"ben","writes novels",0
2,11474,"5 years",15,"jen","writes novels",0
2,11474,"5 years",15,"jamie","writes novels",0
2,11474,"5 years",15,"angela","writes novels",0
2,11474,"5 years",15,"richard","writes novels",0
2,11474,"5 years",15,"devon","writes novels",0
3,28972,"5 years",1,"Jack","sell things on eBay",0
3,28972,"5 years",1,"John","sell things on eBay",0
3,28972,"5 years",1,"Elise","sell things on eBay",0
3,28972,"5 years",1,"Jamil","sell things on eBay",0
3,28972,"5 years",1,"Lern","sell things on eBay",0
3,28972,"5 years",1,"Ira","sell things on eBay",0
3,28972,"5 years",1,"Hamil","sell things on eBay",0
3,28972,"5 years",1,"Jones","sell things on eBay",0
3,11537,"5 years",2,"Jack","watches professional football",1
3,11537,"5 years",2,"John","watches professional football",1
3,11537,"5 years",2,"Elise","watches professional football",1
3,11537,"5 years",2,"Jamil","watches professional football",1
3,11537,"5 years",2,"Lern","watches professional football",1
3,11537,"5 years",2,"Ira","watches professional football",1
3,11537,"5 years",2,"Hamil","watches professional football",1
3,11537,"5 years",2,"Jones","watches professional football",1
3,10266,"year",3,"Jack","hikes",1
3,10266,"year",3,"John","hikes",1
3,10266,"year",3,"Elise","hikes",1
3,10266,"year",3,"Jamil","hikes",1
3,10266,"year",3,"Lern","hikes",1
3,10266,"year",3,"Ira","hikes",0
3,10266,"year",3,"Hamil","hikes",1
3,10266,"year",3,"Jones","hikes",1
3,9324,"5 years",4,"Jack","watches space launches",0
3,9324,"5 years",4,"John","watches space launches",0
3,9324,"5 years",4,"Elise","watches space launches",0
3,9324,"5 years",4,"Jamil","watches space launches",0
3,9324,"5 years",4,"Lern","watches space launches",0
3,9324,"5 years",4,"Ira","watches space launches",0
3,9324,"5 years",4,"Hamil","watches space launches",0
3,9324,"5 years",4,"Jones","watches space launches",0
3,9624,"week",5,"Jack","wears a watch",5
3,9624,"week",5,"John","wears a watch",5
3,9624,"week",5,"Elise","wears a watch",5
3,9624,"week",5,"Jamil","wears a watch",5
3,9624,"week",5,"Lern","wears a watch",5
3,9624,"week",5,"Ira","wears a watch",0
3,9624,"week",5,"Hamil","wears a watch",0
3,9624,"week",5,"Jones","wears a watch",0
3,10378,"month",6,"Jack","goes to the movies",1
3,10378,"month",6,"John","goes to the movies",2
3,10378,"month",6,"Elise","goes to the movies",5
3,10378,"month",6,"Jamil","goes to the movies",2
3,10378,"month",6,"Lern","goes to the movies",1
3,10378,"month",6,"Ira","goes to the movies",4
3,10378,"month",6,"Hamil","goes to the movies",1
3,10378,"month",6,"Jones","goes to the movies",1
3,28647,"5 years",7,"Jack","sells companies",0
3,28647,"5 years",7,"John","sells companies",0
3,28647,"5 years",7,"Elise","sells companies",0
3,28647,"5 years",7,"Jamil","sells companies",0
3,28647,"5 years",7,"Lern","sells companies",0
3,28647,"5 years",7,"Ira","sells companies",0
3,28647,"5 years",7,"Hamil","sells companies",0
3,28647,"5 years",7,"Jones","sells companies",0
3,6721,"5 years",8,"Jack","climbs mountains",0
3,6721,"5 years",8,"John","climbs mountains",0
3,6721,"5 years",8,"Elise","climbs mountains",0
3,6721,"5 years",8,"Jamil","climbs mountains",0
3,6721,"5 years",8,"Lern","climbs mountains",0
3,6721,"5 years",8,"Ira","climbs mountains",0
3,6721,"5 years",8,"Hamil","climbs mountains",0
3,6721,"5 years",8,"Jones","climbs mountains",0
3,12475,"week",9,"Jack","listens to Pandora",1
3,12475,"week",9,"John","listens to Pandora",5
3,12475,"week",9,"Elise","listens to Pandora",10
3,12475,"week",9,"Jamil","listens to Pandora",30
3,12475,"week",9,"Lern","listens to Pandora",5
3,12475,"week",9,"Ira","listens to Pandora",15
3,12475,"week",9,"Hamil","listens to Pandora",4
3,12475,"week",9,"Jones","listens to Pandora",2
3,36491,"5 years",10,"Jack","goes to the ballet",0
3,36491,"5 years",10,"John","goes to the ballet",0
3,36491,"5 years",10,"Elise","goes to the ballet",0
3,36491,"5 years",10,"Jamil","goes to the ballet",0
3,36491,"5 years",10,"Lern","goes to the ballet",0
3,36491,"5 years",10,"Ira","goes to the ballet",0
3,36491,"5 years",10,"Hamil","goes to the ballet",0
3,36491,"5 years",10,"Jones","goes to the ballet",0
3,22010,"year",11,"Jack","smokes cigarettes",2
3,22010,"year",11,"John","smokes cigarettes",5
3,22010,"year",11,"Elise","smokes cigarettes",10
3,22010,"year",11,"Jamil","smokes cigarettes",30
3,22010,"month",11,"Lern","smokes cigarettes",20
3,22010,"week",11,"Ira","smokes cigarettes",20
3,22010,"year",11,"Hamil","smokes cigarettes",10
3,22010,"year",11,"Jones","smokes cigarettes",0
3,7721,"5 years",12,"Jack","wears slacks",0
3,7721,"5 years",12,"John","wears slacks",0
3,7721,"5 years",12,"Elise","wears slacks",0
3,7721,"5 years",12,"Jamil","wears slacks",0
3,7721,"5 years",12,"Lern","wears slacks",0
3,7721,"5 years",12,"Ira","wears slacks",0
3,7721,"5 years",12,"Hamil","wears slacks",0
3,7721,"5 years",12,"Jones","wears slacks",0
3,18196,"week",13,"Jack","wears a bra",0
3,18196,"week",13,"John","wears a bra",0
3,18196,"week",13,"Elise","wears a bra",7
3,18196,"week",13,"Jamil","wears a bra",0
3,18196,"week",13,"Lern","wears a bra",7
3,18196,"week",13,"Ira","wears a bra",7
3,18196,"week",13,"Hamil","wears a bra",0
3,18196,"week",13,"Jones","wears a bra",0
3,13889,"5 years",14,"Jack","volunteers for political campaigns",1
3,13889,"5 years",14,"John","volunteers for political campaigns",1
3,13889,"5 years",14,"Elise","volunteers for political campaigns",1
3,13889,"5 years",14,"Jamil","volunteers for political campaigns",1
3,13889,"5 years",14,"Lern","volunteers for political campaigns",1
3,13889,"5 years",14,"Ira","volunteers for political campaigns",1
3,13889,"5 years",14,"Hamil","volunteers for political campaigns",1
3,13889,"5 years",14,"Jones","volunteers for political campaigns",1
3,11201,"week",15,"Jack","wears socks",7
3,11201,"week",15,"John","wears socks",7
3,11201,"week",15,"Elise","wears socks",0
3,11201,"week",15,"Jamil","wears socks",7
3,11201,"week",15,"Lern","wears socks",0
3,11201,"week",15,"Ira","wears socks",0
3,11201,"week",15,"Hamil","wears socks",7
3,11201,"week",15,"Jones","wears socks",7
4,28224,"5 years",1,"Tim","watches space launches",1
4,28224,"5 years",1,"Chad","watches space launches",0
4,28224,"5 years",1,"Chris","watches space launches",1
4,28224,"5 years",1,"Sharon","watches space launches",2
4,28224,"5 years",1,"Clay","watches space launches",0
4,28224,"5 years",1,"Amy","watches space launches",0
4,28224,"5 years",1,"Jen","watches space launches",0
4,28224,"5 years",1,"Carol","watches space launches",0
4,22333,"year",2,"Tim","plays tennis",0
4,22333,"year",2,"Chad","plays tennis",0
4,22333,"year",2,"Chris","plays tennis",0
4,22333,"year",2,"Sharon","plays tennis",0
4,22333,"year",2,"Clay","plays tennis",0
4,22333,"year",2,"Amy","plays tennis",0
4,22333,"year",2,"Jen","plays tennis",0
4,22333,"year",2,"Carol","plays tennis",0
4,22333,"year",2,"hypothetical","plays tennis",5
4,16210,"week",3,"Tim","drinks beer",0
4,16210,"week",3,"Chad","drinks beer",2
4,16210,"week",3,"Chris","drinks beer",5
4,16210,"week",3,"Sharon","drinks beer",0
4,16210,"week",3,"Clay","drinks beer",5
4,16210,"week",3,"Amy","drinks beer",1
4,16210,"week",3,"Jen","drinks beer",2
4,16210,"week",3,"Carol","drinks beer",2
4,13166,"week",4,"Tim","wears slacks",6
4,13166,"week",4,"Chad","wears slacks",6
4,13166,"week",4,"Chris","wears slacks",6
4,13166,"week",4,"Sharon","wears slacks",5
4,13166,"week",4,"Clay","wears slacks",7
4,13166,"week",4,"Amy","wears slacks",7
4,13166,"week",4,"Jen","wears slacks",7
4,13166,"week",4,"Carol","wears slacks",7
4,13633,"month",5,"Tim","listens to live music",0
4,13633,"month",5,"Chad","listens to live music",1
4,13633,"month",5,"Chris","listens to live music",1
4,13633,"month",5,"Sharon","listens to live music",0
4,13633,"month",5,"Clay","listens to live music",1
4,13633,"month",5,"Amy","listens to live music",1
4,13633,"month",5,"Jen","listens to live music",3
4,13633,"month",5,"Carol","listens to live music",1
4,11458,"week",6,"Tim","listens to Pandora",0
4,11458,"week",6,"Chad","listens to Pandora",0
4,11458,"week",6,"Chris","listens to Pandora",3
4,11458,"week",6,"Sharon","listens to Pandora",0
4,11458,"week",6,"Clay","listens to Pandora",5
4,11458,"week",6,"Amy","listens to Pandora",5
4,11458,"week",6,"Jen","listens to Pandora",5
4,11458,"week",6,"Carol","listens to Pandora",0
4,9656,"week",7,"Tim","runs",0
4,9656,"week",7,"Chad","runs",0
4,9656,"week",7,"Chris","runs",0
4,9656,"week",7,"Sharon","runs",0
4,9656,"week",7,"Clay","runs",2
4,9656,"week",7,"Amy","runs",3
4,9656,"week",7,"Jen","runs",3
4,9656,"week",7,"Carol","runs",3
4,10208,"week",8,"Tim","wears a bra",0
4,10208,"week",8,"Chad","wears a bra",0
4,10208,"week",8,"Chris","wears a bra",0
4,10208,"week",8,"Sharon","wears a bra",5
4,10208,"week",8,"Clay","wears a bra",0
4,10208,"week",8,"Amy","wears a bra",7
4,10208,"week",8,"Jen","wears a bra",7
4,10208,"week",8,"Carol","wears a bra",7
4,9026,"week",9,"Tim","drinks coffee",0
4,9026,"week",9,"Chad","drinks coffee",0
4,9026,"week",9,"Chris","drinks coffee",0
4,9026,"week",9,"Sharon","drinks coffee",7
4,9026,"week",9,"Clay","drinks coffee",0
4,9026,"week",9,"Amy","drinks coffee",7
4,9026,"week",9,"Jen","drinks coffee",7
4,9026,"week",9,"Carol","drinks coffee",7
4,10379,"month",10,"Tim","goes to the movies",0
4,10379,"month",10,"Chad","goes to the movies",1
4,10379,"month",10,"Chris","goes to the movies",1
4,10379,"month",10,"Sharon","goes to the movies",0
4,10379,"month",10,"Clay","goes to the movies",2
4,10379,"month",10,"Amy","goes to the movies",0
4,10379,"month",10,"Jen","goes to the movies",3
4,10379,"month",10,"Carol","goes to the movies",0
4,12181,"year",11,"Tim","wears a suit",0
4,12181,"year",11,"Chad","wears a suit",0
4,12181,"year",11,"Chris","wears a suit",0
4,12181,"year",11,"Sharon","wears a suit",0
4,12181,"year",11,"Clay","wears a suit",2
4,12181,"year",11,"Amy","wears a suit",0
4,12181,"year",11,"Jen","wears a suit",0
4,12181,"year",11,"Carol","wears a suit",0
4,18030,"month",12,"Tim","watches professional football",4
4,18030,"month",12,"Chad","watches professional football",4
4,18030,"month",12,"Chris","watches professional football",4
4,18030,"month",12,"Sharon","watches professional football",2
4,18030,"month",12,"Clay","watches professional football",4
4,18030,"month",12,"Amy","watches professional football",0
4,18030,"month",12,"Jen","watches professional football",4
